Asset,Timeframe,Date,Price,EMA21,ATR,RSI,RSI_Z_Score,ATR_Distance,Pct_Above_EMA,High,Low,Volume,Unnamed: 10,Unnamed: 11,Unnamed: 12
BMNR,1d,2026-09-09,25.20999908447266,22.81785641660217,1.520852829746019,62.0527237096824,-0.4154801620191635,1.5728955629914412,10.483643266902051,15.779999732971191,15.0600004196167,28384000.0,25.57999992370605,25.14999961853027,3453322.0
BMNR,1w,2026-09-07,25.20999908447266,20.53285507163109,3.699066495905584,59.72420460083016,1.998729671309152,1.264411985569494,22.77882932755745,16.940000534057617,14.31999969482422,177354697.0,25.57999992370605,24.20000076293945,33291722.0
BMNY,1d,2026-09-09,8.397500038146973,8.134787610474627,0.2579234869703006,54.87121777474952,-0.6623378669096129,1.0185672920225248,3.229493383872354,6.570000171661377,6.570000171661377,0.0,8.397500038146973,8.397500038146973,4.0
BMNY,1w,2026-09-07,8.069999694824219,8.239318076760128,0.8096065840639531,49.97028897691737,,-0.2061985950419868,-2.05500479965071,6.647500038146973,0.0,1815.0,8.545000076293945,8.3125,11.0
BNB,1d,2026-09-10,707.0,703.4231612854205,23.18404987669273,53.95477878010247,-1.950967561420382,0.15428015094874903,0.5084903243793168,574.1951293945312,565.3419799804688,1058677248.0,725.4462280273438,705.5986938476562,1908244096.0
BNB,1w,2026-09-07,743.8800048828125,654.7667681063656,58.47689397381971,60.08605400664556,2.025077804278434,1.523905096880542,13.609920526994529,584.1412963867188,562.2921142578125,4383998298.0,755.4298706054688,741.6306762695312,1592508672.0
BTBT,1d,2026-09-09,1.690000057220459,1.532961542855192,0.1315116095674175,58.91312770637641,1.393725180746749,1.19410381244527,10.244126155492305,1.559999942779541,1.4600000381469729,27411700.0,1.740000009536743,1.690000057220459,1117709.0
BTBT,1w,2026-09-07,1.690000057220459,1.644595937162106,0.3322539615372904,49.78231828598724,0.8250554902134773,0.1366548643943169,2.7608070184523146,1.7599999904632568,1.4600000381469729,143159804.0,1.759999990463257,1.620000004768372,47512809.0
BTC,1d,2026-09-10,76937.25,76837.74680506288,2166.523610691667,54.17552429179177,-1.949410658491735,0.04592758391649934,0.12949780423618873,63964.578125,62736.46484375,29440069632.0,78497.546875,76731.84375,31973695488.0
BTC,1w,2026-09-07,79206.046875,71939.41289145527,6019.594656874654,57.53752283683976,1.649212596778263,1.2071633386885774,10.10104710544258,65507.59375,61769.0,151193620090.0,80387.90625,79031.4140625,23416293376.0
BTDR,1d,2026-09-09,12.57999992370605,11.18009407630985,1.002306339047839,59.2164506416996,1.435360337417965,1.3966846191216034,12.521413843578843,12.359999656677246,10.960000038146973,7571400.0,12.85000038146973,12.52000045776367,323615.0
BTDR,1w,2026-09-07,12.57999992370605,12.34712643680452,2.662798745881947,50.3987791617422,-0.1929343841112856,0.0874544076084121,1.8860541203123615,13.239999771118164,10.960000038146973,35380012.0,12.94999980926514,12.27000045776367,10241515.0
CAC,1d,2026-09-10,8126.60986328125,8354.581625010887,79.74366394577417,28.49480880443619,-1.659255248007764,-2.858807213632152,-2.7287035061955036,8380.83984375,8281.26953125,52093300.0,8190.080078125,8115.81005859375,0.0
